<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider.Service,java.util.Iterator,java.lang.String,java.util.List)> _SINK_
<javax.crypto.spec.DESKeySpec: boolean isWeak(byte[],int)> _SOURCE_
<javax.crypto.spec.PBEKeySpec: PBEKeySpec(char[])> _SINK_
<javax.crypto.spec.PBEKeySpec: PBEKeySpec(char[],byte[],int,int)> _SINK_
<javax.crypto.spec.PBEKeySpec: PBEKeySpec(char[],byte[],int)> _SINK_
<javax.crypto.spec.PBEKeySpec: char[] getPassword()> _SOURCE_
<javax.crypto.spec.PBEKeySpec: byte[] getSalt()> _SOURCE_
<javax.crypto.spec.PBEKeySpec: int getIterationCount()> _SOURCE_
<javax.crypto.spec.PBEKeySpec: int getKeyLength()> _SOURCE_
<javax.crypto.spec.RC2ParameterSpec: RC2ParameterSpec(int)> _SINK_
<javax.crypto.spec.RC2ParameterSpec: RC2ParameterSpec(int,byte[])> _SINK_
<javax.crypto.spec.RC2ParameterSpec: RC2ParameterSpec(int,byte[],int)> _SINK_
<javax.crypto.spec.RC2ParameterSpec: int getEffectiveKeyBits()> _SOURCE_
<javax.crypto.spec.RC2ParameterSpec: byte[] getIV()> _SOURCE_
<javax.crypto.spec.RC2ParameterSpec: boolean equals(java.lang.Object)> _SINK_
<javax.crypto.spec.RC2ParameterSpec: boolean equals(java.lang.Object)> _SOURCE_
<javax.crypto.spec.RC2ParameterSpec: int hashCode()> _SOURCE_
<javax.crypto.spec.SecretKeySpec: SecretKeySpec(byte[],java.lang.String)> _SINK_
<javax.crypto.spec.SecretKeySpec: SecretKeySpec(byte[],int,int,java.lang.String)> _SINK_
<javax.crypto.spec.SecretKeySpec: java.lang.String getAlgorithm()> _SOURCE_
<javax.crypto.spec.SecretKeySpec: java.lang.String getFormat()> _SOURCE_
<javax.crypto.spec.SecretKeySpec: byte[] getEncoded()> _SOURCE_
<javax.crypto.spec.SecretKeySpec: int hashCode()> _SOURCE_
<javax.crypto.spec.SecretKeySpec: boolean equals(java.lang.Object)> _SINK_
<javax.crypto.spec.SecretKeySpec: boolean equals(java.lang.Object)> _SOURCE_
<javax.crypto.spec.OAEPParameterSpec: OAEPParameterSpec(java.lang.String,java.lang.String,java.security.spec.AlgorithmParameterSpec,javax.crypto.spec.PSource)> _SINK_
<javax.crypto.spec.OAEPParameterSpec: java.lang.String getDigestAlgorithm()> _SOURCE_
<javax.crypto.spec.OAEPParameterSpec: java.lang.String getMGFAlgorithm()> _SOURCE_
<javax.crypto.spec.OAEPParameterSpec: java.security.spec.AlgorithmParameterSpec getMGFParameters()> _SOURCE_
<javax.crypto.spec.OAEPParameterSpec: javax.crypto.spec.PSource getPSource()> _SOURCE_
<javax.crypto.spec.DHPublicKeySpec: DHPublicKeySpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<javax.crypto.spec.DHPublicKeySpec: java.math.BigInteger getY()> _SOURCE_
<javax.crypto.spec.DHPublicKeySpec: java.math.BigInteger getP()> _SOURCE_
<javax.crypto.spec.DHPublicKeySpec: java.math.BigInteger getG()> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: RC5ParameterSpec(int,int,int)> _SINK_
<javax.crypto.spec.RC5ParameterSpec: RC5ParameterSpec(int,int,int,byte[])> _SINK_
<javax.crypto.spec.RC5ParameterSpec: RC5ParameterSpec(int,int,int,byte[],int)> _SINK_
<javax.crypto.spec.RC5ParameterSpec: int getVersion()> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: int getRounds()> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: int getWordSize()> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: byte[] getIV()> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: boolean equals(java.lang.Object)> _SINK_
<javax.crypto.spec.RC5ParameterSpec: boolean equals(java.lang.Object)> _SOURCE_
<javax.crypto.spec.RC5ParameterSpec: int hashCode()> _SOURCE_
<javax.crypto.JarVerifier: JarVerifier(java.net.URL,boolean)> _SINK_
<javax.crypto.JarVerifier: void verifyPolicySigned(java.security.cert.Certificate[])> _SINK_
<javax.crypto.JarVerifier: javax.crypto.CryptoPermissions getPermissions()> _SOURCE_
<javax.crypto.interfaces.DHPublicKey: java.math.BigInteger getY()> _SOURCE_
<javax.crypto.interfaces.DHPrivateKey: java.math.BigInteger getX()> _SOURCE_
<javax.crypto.interfaces.DHKey: javax.crypto.spec.DHParameterSpec getParams()> _SOURCE_
<javax.crypto.interfaces.PBEKey: char[] getPassword()> _SOURCE_
<javax.crypto.interfaces.PBEKey: byte[] getSalt()> _SOURCE_
<javax.crypto.interfaces.PBEKey: int getIterationCount()> _SOURCE_
<javax.crypto.SealedObject: SealedObject(java.io.Serializable,javax.crypto.Cipher)> _SINK_
<javax.crypto.SealedObject: SealedObject(javax.crypto.SealedObject)> _SINK_
<javax.crypto.SealedObject: java.lang.String getAlgorithm()> _SOURCE_
<javax.crypto.SealedObject: java.lang.Object getObject(java.security.Key)> _SINK_
<javax.crypto.SealedObject: java.lang.Object getObject(java.security.Key)> _SOURCE_
<javax.crypto.SealedObject: java.lang.Object getObject(javax.crypto.Cipher)> _SINK_
<javax.crypto.SealedObject: java.lang.Object getObject(javax.crypto.Cipher)> _SOURCE_
<javax.crypto.SealedObject: java.lang.Object getObject(java.security.Key,java.lang.String)> _SINK_
<javax.crypto.SealedObject: java.lang.Object getObject(java.security.Key,java.lang.String)> _SOURCE_
<javax.crypto.SealedObject: java.lang.Object unseal(java.security.Key,java.lang.String)> _SINK_
<javax.crypto.SealedObject: java.lang.Object unseal(java.security.Key,java.lang.String)> _SOURCE_
<javax.crypto.SealedObject: void readObject(java.io.ObjectInputStream)> _SINK_
<javax.crypto.extObjectInputStream: extObjectInputStream(java.io.InputStream)> _SINK_
<javax.crypto.extObjectInputStream: java.lang.Class resolveClass(unknown.package.ObjectStreamClass)> _SINK_
<javax.crypto.extObjectInputStream: java.lang.Class resolveClass(unknown.package.ObjectStreamClass)> _SOURCE_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String)> _SINK_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String,int)> _SINK_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String,int,java.security.spec.AlgorithmParameterSpec)> _SINK_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String,java.lang.String)> _SINK_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String,int,java.lang.String)> _SINK_
<javax.crypto.CryptoPermission: CryptoPermission(java.lang.String,int,java.security.spec.AlgorithmParameterSpec,java.lang.String)> _SINK_
<javax.crypto.CryptoPermission: boolean implies(java.security.acl.Permission)> _SINK_
<javax.crypto.CryptoPermission: boolean implies(java.security.acl.Permission)> _SOURCE_
<javax.crypto.CryptoPermission: boolean equals(java.lang.Object)> _SINK_
<javax.crypto.CryptoPermission: boolean equals(java.lang.Object)> _SOURCE_
<javax.crypto.CryptoPermission: int hashCode()> _SOURCE_
<javax.crypto.CryptoPermission: java.lang.String getActions()> _SOURCE_
<javax.crypto.CryptoPermission: java.security.PermissionCollection newPermissionCollection()> _SOURCE_
<javax.crypto.CryptoPermission: java.lang.String getAlgorithm()> _SOURCE_
<javax.crypto.CryptoPermission: java.lang.String getExemptionMechanism()> _SOURCE_
<javax.crypto.CryptoPermission: int getMaxKeySize()> _SOURCE_
<javax.crypto.CryptoPermission: boolean getCheckParam()> _SOURCE_
<javax.crypto.CryptoPermission: java.security.spec.AlgorithmParameterSpec getAlgorithmParameterSpec()> _SOURCE_
<javax.crypto.CryptoPermission: java.lang.String toString()> _SOURCE_
<javax.crypto.CryptoPermission: boolean impliesExemptionMechanism(java.lang.String)> _SINK_
<javax.crypto.CryptoPermission: boolean impliesExemptionMechanism(java.lang.String)> _SOURCE_
<javax.crypto.CryptoPermission: boolean impliesParameterSpec(boolean,java.security.spec.AlgorithmParameterSpec)> _SINK_
<javax.crypto.CryptoPermission: boolean impliesParameterSpec(boolean,java.security.spec.AlgorithmParameterSpec)> _SOURCE_
<javax.crypto.CryptoPermission: boolean equalObjects(java.lang.Object,java.lang.Object)> _SINK_
<javax.crypto.CryptoPermission: boolean equalObjects(java.lang.Object,java.lang.Object)> _SOURCE_
<javax.crypto.CryptoPermissionCollection: void add(java.security.acl.Permission)> _SINK_
<javax.crypto.CryptoPermissionCollection: boolean implies(java.security.acl.Permission)> _SINK_
<javax.crypto.CryptoPermissionCollection: boolean implies(java.security.acl.Permission)> _SOURCE_
<javax.crypto.CryptoPermissionCollection: java.util.Enumeration elements()> _SOURCE_
<javax.crypto.BadPaddingException: BadPaddingException(java.lang.String)> _SINK_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String,java.lang.String)> _SINK_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String,java.lang.String)> _SOURCE_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String,java.security.Provider)> _SINK_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String,java.security.Provider)> _SOURCE_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String)> _SINK_
<javax.crypto.JceSecurity: sun.security.jca.GetInstance.Instance getInstance(java.lang.String,java.lang.Class,java.lang.String)> _SOURCE_
<javax.crypto.JceSecurity: javax.crypto.CryptoPermissions verifyExemptJar(java.net.URL)> _SINK_
<javax.crypto.JceSecurity: javax.crypto.CryptoPermissions verifyExemptJar(java.net.URL)> _SOURCE_
<javax.crypto.JceSecurity: void verifyProviderJar(java.net.URL)> _SINK_
<javax.crypto.JceSecurity: java.lang.Exception getVerificationResult(java.security.Provider)> _SINK_
<javax.crypto.JceSecurity: java.lang.Exception getVerificationResult(java.security.Provider)> _SOURCE_
<javax.crypto.JceSecurity: boolean canUseProvider(java.security.Provider)> _SINK_
<javax.crypto.JceSecurity: boolean canUseProvider(java.security.Provider)> _SOURCE_
<javax.crypto.JceSecurity: java.net.URL getCodeBase(java.lang.Class)> _SINK_
<javax.crypto.JceSecurity: java.net.URL getCodeBase(java.lang.Class)> _SOURCE_
<javax.crypto.JceSecurity: void loadPolicies(java.io.File,javax.crypto.CryptoPermissions,javax.crypto.CryptoPermissions)> _SINK_
<javax.crypto.JceSecurity: javax.crypto.CryptoPermissions getDefaultPolicy()> _SOURCE_
<javax.crypto.JceSecurity: javax.crypto.CryptoPermissions getExemptPolicy()> _SOURCE_
<javax.crypto.JceSecurity: boolean isRestricted()> _SOURCE_
<javax.crypto.IllegalBlockSizeException: IllegalBlockSizeException(java.lang.String)> _SINK_
<javax.crypto.CipherSpi: void engineSetMode(java.lang.String)> _SINK_
<javax.crypto.CipherSpi: void engineSetPadding(java.lang.String)> _SINK_
<javax.crypto.CipherSpi: int engineGetBlockSize()> _SOURCE_
<javax.crypto.CipherSpi: int engineGetOutputSize(int)> _SINK_
<javax.crypto.CipherSpi: int engineGetOutputSize(int)> _SOURCE_
<javax.crypto.CipherSpi: byte[] engineGetIV()> _SOURCE_
<javax.crypto.CipherSpi: java.security.AlgorithmParameters engineGetParameters()> _SOURCE_
<javax.crypto.CipherSpi: void engineInit(int,java.security.Key,java.security.SecureRandom)> _SINK_
<javax.crypto.CipherSpi: void engineInit(int,java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<javax.crypto.CipherSpi: void engineInit(int,java.security.Key,java.security.AlgorithmParameters,java.security.SecureRandom)> _SINK_
<javax.crypto.CipherSpi: byte[] engineUpdate(byte[],int,int)> _SINK_
<javax.crypto.CipherSpi: byte[] engineUpdate(byte[],int,int)> _SOURCE_
<javax.crypto.CipherSpi: int engineUpdate(byte[],int,int,byte[],int)> _SINK_
<javax.crypto.CipherSpi: int engineUpdate(byte[],int,int,byte[],int)> _SOURCE_
<javax.crypto.CipherSpi: int engineUpdate(java.nio.ByteBuffer,java.nio.ByteBuffer)> _SINK_
<javax.crypto.CipherSpi: int engineUpdate(java.nio.ByteBuffer,java.nio.ByteBuffer)> _SOURCE_
<javax.crypto.CipherSpi: byte[] engineDoFinal(byte[],int,int)> _SINK_
<javax.crypto.CipherSpi: byte[] engineDoFinal(byte[],int,int)> _SOURCE_
<javax.crypto.CipherSpi: int engineDoFinal(byte[],int,int,byte[],int)> _SINK_
<javax.crypto.CipherSpi: int engineDoFinal(byte[],int,int,byte[],int)> _SOURCE_
<javax.crypto.CipherSpi: int engineDoFinal(java.nio.ByteBuffer,java.nio.ByteBuffer)> _SINK_
<javax.crypto.CipherSpi: int engineDoFinal(java.nio.ByteBuffer,java.nio.ByteBuffer)> _SOURCE_
<javax.crypto.CipherSpi: int getTempArraySize(int)> _SINK_
<javax.crypto.CipherSpi: int getTempArraySize(int)> _SOURCE_
<javax.crypto.CipherSpi: int bufferCrypt(java.nio.ByteBuffer,java.nio.ByteBuffer,boolean)> _SINK_
<javax.crypto.CipherSpi: int bufferCrypt(java.nio.ByteBuffer,java.nio.ByteBuffer,boolean)> _SOURCE_
<javax.crypto.CipherSpi: byte[] engineWrap(java.security.Key)> _SINK_
<javax.crypto.CipherSpi: byte[] engineWrap(java.security.Key)> _SOURCE_
<javax.crypto.CipherSpi: java.security.Key engineUnwrap(byte[],java.lang.String,int)> _SINK_
<javax.crypto.CipherSpi: java.security.Key engineUnwrap(byte[],java.lang.String,int)> _SOURCE_
<javax.crypto.CipherSpi: int engineGetKeySize(java.security.Key)> _SINK_
<javax.crypto.CipherSpi: int engineGetKeySize(java.security.Key)> _SOURCE_
<javax.crypto.CipherSpi: void engineUpdateAAD(byte[],int,int)> _SINK_
<javax.crypto.CipherSpi: void engineUpdateAAD(java.nio.ByteBuffer)> _SINK_
<javax.crypto.KeyAgreement: KeyAgreement(javax.crypto.KeyAgreementSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.KeyAgreement: KeyAgreement(java.security.Provider.Service,java.util.Iterator,java.lang.String)> _SINK_
<javax.crypto.KeyAgreement: java.lang.String getAlgorithm()> _SOURCE_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String)> _SINK_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String)> _SOURCE_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String,java.lang.String)> _SINK_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String,java.lang.String)> _SOURCE_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String,java.security.Provider)> _SINK_
<javax.crypto.KeyAgreement: javax.crypto.KeyAgreement getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<javax.crypto.KeyAgreement: void implInit(javax.crypto.KeyAgreementSpi,int,java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreement: void chooseProvider(int,java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreement: java.security.Provider getProvider()> _SOURCE_
<javax.crypto.KeyAgreement: void init(java.security.Key)> _SINK_
<javax.crypto.KeyAgreement: void init(java.security.Key,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreement: void init(java.security.Key,java.security.spec.AlgorithmParameterSpec)> _SINK_
<javax.crypto.KeyAgreement: void init(java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)> _SINK_
<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)> _SOURCE_
<javax.crypto.KeyAgreement: byte[] generateSecret()> _SOURCE_
<javax.crypto.KeyAgreement: int generateSecret(byte[],int)> _SINK_
<javax.crypto.KeyAgreement: int generateSecret(byte[],int)> _SOURCE_
<javax.crypto.KeyAgreement: javax.crypto.SecretKey generateSecret(java.lang.String)> _SINK_
<javax.crypto.KeyAgreement: javax.crypto.SecretKey generateSecret(java.lang.String)> _SOURCE_
<javax.crypto.KeyAgreementSpi: void engineInit(java.security.Key,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreementSpi: void engineInit(java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<javax.crypto.KeyAgreementSpi: java.security.Key engineDoPhase(java.security.Key,boolean)> _SINK_
<javax.crypto.KeyAgreementSpi: java.security.Key engineDoPhase(java.security.Key,boolean)> _SOURCE_
<javax.crypto.KeyAgreementSpi: byte[] engineGenerateSecret()> _SOURCE_
<javax.crypto.KeyAgreementSpi: int engineGenerateSecret(byte[],int)> _SINK_
<javax.crypto.KeyAgreementSpi: int engineGenerateSecret(byte[],int)> _SOURCE_
<javax.crypto.KeyAgreementSpi: javax.crypto.SecretKey engineGenerateSecret(java.lang.String)> _SINK_
<javax.crypto.KeyAgreementSpi: javax.crypto.SecretKey engineGenerateSecret(java.lang.String)> _SOURCE_
<javax.crypto.CryptoPermissions: void load(java.io.InputStream)> _SINK_
<javax.crypto.CryptoPermissions: boolean isEmpty()> _SOURCE_
<javax.crypto.CryptoPermissions: void add(java.security.acl.Permission)> _SINK_
<javax.crypto.CryptoPermissions: boolean implies(java.security.acl.Permission)> _SINK_
<javax.crypto.CryptoPermissions: boolean implies(java.security.acl.Permission)> _SOURCE_
<javax.crypto.CryptoPermissions: java.util.Enumeration elements()> _SOURCE_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermissions getMinimum(javax.crypto.CryptoPermissions)> _SINK_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermissions getMinimum(javax.crypto.CryptoPermissions)> _SOURCE_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermission[] getMinimum(java.security.PermissionCollection,java.security.PermissionCollection)> _SINK_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermission[] getMinimum(java.security.PermissionCollection,java.security.PermissionCollection)> _SOURCE_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermission[] getMinimum(int,java.security.PermissionCollection)> _SINK_
<javax.crypto.CryptoPermissions: javax.crypto.CryptoPermission[] getMinimum(int,java.security.PermissionCollection)> _SOURCE_
<javax.crypto.CryptoPermissions: java.security.PermissionCollection getPermissionCollection(java.lang.String)> _SINK_
<javax.crypto.CryptoPermissions: java.security.PermissionCollection getPermissionCollection(java.lang.String)> _SOURCE_
<javax.crypto.CryptoPermissions: java.security.PermissionCollection getPermissionCollection(javax.crypto.CryptoPermission)> _SINK_
<javax.crypto.CryptoPermissions: java.security.PermissionCollection getPermissionCollection(javax.crypto.CryptoPermission)> _SOURCE_
<javax.crypto.PermissionsEnumerator: PermissionsEnumerator(java.util.Enumeration)> _SINK_
<javax.crypto.PermissionsEnumerator: boolean hasMoreElements()> _SOURCE_
<javax.crypto.PermissionsEnumerator: java.lang.Object nextElement()> _SOURCE_
<javax.crypto.PermissionsEnumerator: java.util.Enumeration getNextEnumWithMore()> _SOURCE_
<javax.crypto.SecretKeyFactorySpi: javax.crypto.SecretKey engineGenerateSecret(java.security.spec.KeySpec)> _SINK_
<javax.crypto.SecretKeyFactorySpi: javax.crypto.SecretKey engineGenerateSecret(java.security.spec.KeySpec)> _SOURCE_
<javax.crypto.SecretKeyFactorySpi: java.security.spec.KeySpec engineGetKeySpec(javax.crypto.SecretKey,java.lang.Class)> _SINK_
<javax.crypto.SecretKeyFactorySpi: java.security.spec.KeySpec engineGetKeySpec(javax.crypto.SecretKey,java.lang.Class)> _SOURCE_
<javax.crypto.SecretKeyFactorySpi: javax.crypto.SecretKey engineTranslateKey(javax.crypto.SecretKey)> _SINK_
<javax.crypto.SecretKeyFactorySpi: javax.crypto.SecretKey engineTranslateKey(javax.crypto.SecretKey)> _SOURCE_
<javax.crypto.CipherInputStream: int getMoreData()> _SOURCE_
<javax.crypto.CipherInputStream: CipherInputStream(java.io.InputStream,javax.crypto.Cipher)> _SINK_
<javax.crypto.CipherInputStream: CipherInputStream(java.io.InputStream)> _SINK_
<javax.crypto.CipherInputStream: int read()> _SOURCE_
<javax.crypto.CipherInputStream: int read(byte)> _SINK_
<javax.crypto.CipherInputStream: int read(byte)> _SOURCE_
<javax.crypto.CipherInputStream: int read(byte,int,int)> _SINK_
<javax.crypto.CipherInputStream: int read(byte,int,int)> _SOURCE_
